# q  I_recon
1.584647540000000132e-01 3.267160412566722655e-02
1.587469699999999873e-01 3.250613480684997475e-02
1.590291869999999885e-01 3.234149518980011795e-02
1.593114039999999898e-01 3.217768231036902821e-02
1.595936209999999911e-01 3.201466756670121733e-02
1.598758379999999923e-01 3.185243031304364064e-02
1.601580549999999936e-01 3.169098959793521103e-02
1.604402709999999954e-01 3.153037416242297775e-02
1.607224879999999967e-01 3.137057621647960232e-02
1.610047049999999980e-01 3.121155458640662017e-02
1.612869219999999992e-01 3.105327965428925779e-02
1.615691390000000005e-01 3.089577382234547781e-02
1.618513560000000018e-01 3.073907043315047757e-02
1.621335720000000036e-01 3.058317551346299151e-02
1.624157890000000048e-01 3.042806809035422319e-02
1.626980060000000061e-01 3.027373526752770438e-02
1.629802230000000074e-01 3.012018843327018969e-02
1.632624400000000087e-01 2.996744189822967211e-02
1.635446570000000099e-01 2.981547157906843867e-02
1.638268730000000117e-01 2.966422243758071176e-02
1.641090900000000130e-01 2.951366776974906347e-02
1.643913069999999865e-01 2.936387549762245822e-02
1.646735239999999878e-01 2.921492340908998786e-02
1.649557409999999891e-01 2.906678985465861731e-02
1.652379579999999903e-01 2.891937965241184530e-02
1.655201739999999921e-01 2.877263731414842277e-02
1.658023909999999934e-01 2.862661573306733362e-02
1.660846079999999947e-01 2.848138250795601359e-02
1.663668249999999960e-01 2.833694221834477667e-02
1.666490419999999972e-01 2.819325778476728869e-02
1.669312589999999985e-01 2.805030004436027957e-02
