# q  I_recon
4.415448300000000131e-02 4.305651285778121506e-01
4.443662000000000306e-02 4.267480652080771764e-01
4.471875799999999734e-02 4.229583450423194391e-01
4.500089499999999909e-02 4.191960918987173712e-01
4.528303200000000084e-02 4.154614534380210444e-01
4.556516900000000259e-02 4.117546267512790514e-01
4.584730699999999687e-02 4.080756925758878828e-01
4.612944399999999862e-02 4.044245582884476442e-01
4.641158100000000036e-02 4.008010970150913121e-01
4.669371800000000211e-02 3.972054640664134939e-01
4.697585600000000333e-02 3.936379394715566193e-01
4.725799299999999814e-02 3.900987136770850960e-01
4.754012999999999989e-02 3.865877019255994917e-01
4.782226800000000111e-02 3.831048080479304008e-01
4.810440500000000286e-02 3.796500786947642481e-01
4.838654199999999767e-02 3.762235718900423520e-01
4.866867899999999941e-02 3.728253125093460296e-01
4.895081700000000063e-02 3.694552372763189596e-01
4.923295400000000238e-02 3.661133243870649534e-01
4.951509099999999719e-02 3.627996040226135754e-01
4.979722799999999894e-02 3.595141536038421459e-01
5.007936600000000016e-02 3.562569622710674011e-01
5.036150300000000191e-02 3.530279380744461570e-01
5.064363999999999671e-02 3.498269661499698313e-01
5.092577799999999794e-02 3.466540610041634607e-01
5.120791499999999968e-02 3.435093166187578873e-01
5.149005200000000143e-02 3.403926867267313416e-01
5.177218900000000318e-02 3.373039914151161889e-01
5.205432699999999746e-02 3.342430569950720631e-01
5.233646399999999921e-02 3.312098898180409479e-01
5.261860100000000096e-02 3.282045106196522233e-01
5.290073800000000270e-02 3.252268657717510281e-01
5.318287599999999699e-02 3.222767862063624644e-01
5.346501299999999873e-02 3.193541525075506149e-01
5.374715000000000048e-02 3.164589329014961816e-01
5.402928800000000170e-02 3.135911272407393979e-01
5.431142500000000345e-02 3.107506403069773548e-01
5.459356199999999826e-02 3.079372063644799096e-01
5.487569900000000001e-02 3.051506081667991199e-01
5.515783700000000123e-02 3.023908141664972682e-01
5.543997400000000297e-02 2.996578707008407672e-01
5.572211099999999778e-02 2.969517073215991454e-01
5.600424799999999953e-02 2.942721751275074182e-01
5.628638600000000075e-02 2.916191065863446563e-01
5.656852300000000250e-02 2.889923418142152367e-01
5.685065999999999731e-02 2.863916896637737630e-01
5.713279699999999905e-02 2.838170057865153084e-01
5.741493500000000028e-02 2.812681710238421062e-01
5.769707200000000202e-02 2.787450966781185868e-01
5.797920899999999683e-02 2.762476742290762011e-01
5.826134699999999805e-02 2.737757919767805914e-01
5.854348399999999980e-02 2.713292788648001275e-01
5.882562100000000155e-02 2.689078665969699689e-01
5.910775800000000330e-02 2.665113448536280960e-01
5.938989599999999758e-02 2.641396515834744663e-01
5.967203299999999933e-02 2.617927694431347319e-01
5.995417000000000107e-02 2.594705082634875537e-01
6.023630700000000282e-02 2.571725757043438199e-01
6.051844499999999710e-02 2.548987316528228408e-01
6.080058199999999885e-02 2.526489321484699513e-01
6.108271900000000060e-02 2.504231248695625855e-01
6.136485700000000182e-02 2.482210924687780762e-01
6.164699399999999663e-02 2.460425290113220642e-01
6.192913099999999837e-02 2.438871978796299800e-01
6.221126800000000012e-02 2.417551030243962895e-01
6.249340600000000134e-02 2.396462477365558785e-01
6.277554300000000309e-02 2.375603508222813021e-01
6.305768000000000484e-02 2.354969212617598617e-01
6.333981700000000659e-02 2.334556487029311733e-01
6.362195499999999393e-02 2.314366032383000371e-01
6.390409199999999568e-02 2.294398947393765653e-01
6.418622899999999742e-02 2.274652940376723220e-01
6.446836699999999865e-02 2.255123973029110884e-01
6.475050400000000039e-02 2.235809318251189559e-01
6.503264100000000214e-02 2.216708267708989433e-01
6.531477800000000389e-02 2.197820257754661000e-01
6.559691600000000511e-02 2.179143087854992777e-01
6.587905300000000686e-02 2.160673977481468444e-01
6.616118999999999473e-02 2.142410493324753695e-01
6.644332699999999647e-02 2.124351255784076298e-01
6.672546499999999770e-02 2.106494849808460412e-01
6.700760199999999944e-02 2.088839494551864850e-01
6.728973900000000119e-02 2.071382972482904428e-01
6.757187700000000241e-02 2.054123271255960947e-01
6.785401400000000416e-02 2.037058890366993114e-01
6.813615100000000591e-02 2.020188106546164652e-01
6.841828799999999378e-02 2.003508806130668285e-01
6.870042599999999500e-02 1.987018642030350113e-01
6.898256299999999674e-02 1.970715806980567197e-01
6.926469999999999849e-02 1.954598851216649835e-01
6.954683700000000024e-02 1.938666288149482331e-01
6.982897500000000146e-02 1.922915770642159572e-01
7.011111200000000321e-02 1.907344841916233380e-01
7.039324900000000496e-02 1.891951469793611007e-01
7.067538700000000618e-02 1.876734407304638530e-01
7.095752399999999405e-02 1.861692428326667814e-01
7.123966099999999579e-02 1.846823134069060790e-01
7.152179799999999754e-02 1.832123875249689338e-01
7.180393599999999876e-02 1.817592693656375491e-01
7.208607300000000051e-02 1.803228672754416118e-01
7.236821000000000226e-02 1.789030568875800975e-01
7.265034700000000401e-02 1.774996148685449859e-01
7.293248500000000523e-02 1.761122852324669696e-01
7.321462199999999310e-02 1.747408911442775437e-01
7.349675899999999484e-02 1.733853107443973085e-01
7.377889599999999659e-02 1.720454071094540682e-01
7.406103399999999781e-02 1.707209413785876762e-01
7.434317099999999956e-02 1.694116674770584641e-01
7.462530800000000131e-02 1.681174118758628766e-01
7.490744600000000253e-02 1.668380862459284963e-01
7.518958300000000428e-02 1.655735784433809143e-01
7.547172000000000602e-02 1.643236113227473094e-01
7.575385699999999389e-02 1.630878859565364769e-01
7.603599499999999511e-02 1.618662607575346302e-01
7.631813199999999686e-02 1.606587506932445897e-01
7.660026899999999861e-02 1.594652805214473168e-01
7.688240600000000036e-02 1.582855080236530709e-01
7.716454400000000158e-02 1.571190461157832008e-01
7.744668100000000333e-02 1.559657627038804895e-01
7.772881800000000507e-02 1.548257083872300877e-01
7.801095600000000629e-02 1.536988517182105163e-01
7.829309299999999416e-02 1.525849140496585155e-01
7.857522999999999591e-02 1.514835691981232524e-01
7.885736699999999766e-02 1.503946613394462894e-01
7.913950499999999888e-02 1.493181518735959556e-01
7.942164200000000063e-02 1.482539573322687043e-01
7.970377900000000237e-02 1.472018266042192380e-01
7.998591600000000412e-02 1.461614961269886159e-01
8.026805400000000534e-02 1.451328092096674238e-01
8.055019099999999321e-02 1.441156927520969577e-01
8.083232799999999496e-02 1.431100362829723915e-01
8.111446599999999618e-02 1.421156637350491914e-01
8.139660299999999793e-02 1.411324036948483907e-01
8.167873999999999968e-02 1.401601122355334572e-01
8.196087700000000142e-02 1.391986715100523853e-01
8.224301500000000265e-02 1.382479393227837861e-01
8.252515200000000439e-02 1.373077380976918116e-01
8.280728900000000614e-02 1.363778796777080915e-01
8.308942599999999401e-02 1.354582287113730577e-01
8.337156399999999523e-02 1.345486730835264710e-01
8.365370099999999698e-02 1.336491000618571234e-01
8.393583799999999873e-02 1.327593669889980121e-01
8.421797599999999995e-02 1.318793294007854500e-01
8.450011300000000170e-02 1.310088550047255329e-01
8.478225000000000344e-02 1.301478034362436587e-01
8.506438700000000519e-02 1.292960318560939514e-01
8.534652500000000641e-02 1.284533847076249347e-01
8.562866199999999428e-02 1.276197218734052563e-01
8.591079899999999603e-02 1.267949476369658046e-01
8.619293599999999778e-02 1.259789918466578951e-01
8.647507399999999900e-02 1.251717403425100517e-01
8.675721100000000074e-02 1.243730229069696935e-01
8.703934800000000249e-02 1.235826643917212614e-01
8.732148600000000371e-02 1.228005487964315967e-01
8.760362300000000546e-02 1.220265911532473213e-01
8.788575999999999333e-02 1.212606820326387197e-01
8.816789699999999508e-02 1.205026918714211526e-01
8.845003499999999630e-02 1.197524897291992463e-01
8.873217199999999805e-02 1.190099695918366562e-01
8.901430899999999979e-02 1.182750233409847890e-01
8.929644600000000154e-02 1.175475433842382150e-01
8.957858400000000276e-02 1.168274168303313071e-01
8.986072100000000451e-02 1.161145430792161620e-01
9.014285800000000626e-02 1.154088381298286198e-01
9.042499499999999413e-02 1.147102266246256275e-01
9.070713299999999535e-02 1.140185839925977052e-01
9.098926999999999710e-02 1.133337387248629369e-01
9.127140699999999884e-02 1.126555295323827532e-01
9.155354500000000006e-02 1.119838877122915494e-01
9.183568200000000181e-02 1.113187765607912688e-01
9.211781900000000356e-02 1.106601259239871210e-01
9.239995600000000531e-02 1.100078403988269532e-01
9.268209400000000653e-02 1.093618172372859826e-01
9.296423099999999440e-02 1.087219455269329560e-01
9.324636799999999615e-02 1.080881051213967298e-01
9.352850499999999789e-02 1.074602077731765942e-01
9.381064299999999911e-02 1.068381912225725011e-01
9.409278000000000086e-02 1.062219902850352476e-01
9.437491700000000261e-02 1.056114951094362930e-01
9.465705500000000383e-02 1.050065886586692421e-01
9.493919200000000558e-02 1.044071822130111793e-01
9.522132899999999345e-02 1.038131994988376328e-01
9.550346599999999520e-02 1.032245768118769252e-01
9.578560399999999642e-02 1.026412796640683162e-01
9.606774099999999816e-02 1.020632801353271446e-01
9.634987799999999991e-02 1.014904546052261686e-01
9.663201500000000166e-02 1.009226116984686811e-01
9.691415300000000288e-02 1.003596067724080027e-01
9.719629000000000463e-02 9.980144564674850449e-02
9.747842700000000637e-02 9.924814793957037473e-02
9.776056499999999372e-02 9.869965624774916513e-02
9.804270199999999547e-02 9.815586454956183593e-02
9.832483899999999721e-02 9.761667557360016734e-02
9.860697599999999896e-02 9.708203430240540388e-02
9.888911400000000018e-02 9.655188876702501533e-02
9.917125100000000193e-02 9.602617610071623178e-02
9.945338800000000368e-02 9.550481720977305189e-02
9.973552500000000542e-02 9.498772923583724548e-02
1.000176630000000066e-01 9.447481490710932239e-02
1.002997999999999945e-01 9.396598815298243257e-02
1.005819369999999963e-01 9.346123289757528318e-02
1.008640739999999980e-01 9.296057807690677466e-02
1.011462119999999992e-01 9.246399653575219924e-02
1.014283490000000010e-01 9.197135288804805797e-02
1.017104860000000027e-01 9.148250312661211636e-02
1.019926240000000039e-01 9.099739794822417349e-02
1.022747610000000057e-01 9.051604230788651284e-02
1.025568979999999936e-01 9.003841965007269854e-02
1.028390349999999953e-01 8.956448388651346015e-02
1.031211729999999965e-01 8.909417791317858493e-02
1.034033099999999983e-01 8.862740338037800036e-02
1.036854470000000000e-01 8.816403624738941569e-02
1.039675840000000018e-01 8.770402910771910032e-02
1.042497220000000030e-01 8.724745924101913463e-02
1.045318590000000047e-01 8.679439293420287971e-02
1.048139960000000065e-01 8.634469888649860814e-02
1.050961339999999938e-01 8.589816632689278864e-02
1.053782709999999956e-01 8.545468685063957459e-02
1.056604079999999973e-01 8.501429609155680689e-02
1.059425449999999991e-01 8.457703585644571476e-02
1.062246830000000003e-01 8.414289820748532822e-02
1.065068200000000020e-01 8.371186086368546941e-02
1.067889570000000038e-01 8.328386528341980011e-02
1.070710940000000055e-01 8.285881103198647346e-02
1.073532320000000068e-01 8.243660771914662622e-02
1.076353689999999946e-01 8.201724949947512833e-02
1.079175059999999964e-01 8.160075209908987381e-02
1.081996439999999976e-01 8.118709341606300534e-02
1.084817809999999993e-01 8.077620860780948542e-02
1.087639180000000011e-01 8.036803162657076005e-02
1.090460550000000028e-01 7.996252775196030504e-02
1.093281930000000041e-01 7.955967001091747426e-02
1.096103300000000058e-01 7.915943911977940672e-02
1.098924669999999937e-01 7.876181534633837356e-02
1.101746039999999954e-01 7.836677415681067571e-02
1.104567419999999967e-01 7.797426172525799559e-02
1.107388789999999984e-01 7.758422184058991200e-02
1.110210160000000001e-01 7.719661805643411590e-02
1.113031540000000014e-01 7.681143839353753167e-02
1.115852910000000031e-01 7.642867376092989107e-02
1.118674280000000049e-01 7.604830205387057285e-02
1.121495650000000066e-01 7.567030024705927171e-02
1.124317029999999940e-01 7.529464127944145158e-02
1.127138399999999957e-01 7.492129957529426731e-02
1.129959769999999974e-01 7.455023418484107989e-02
1.132781139999999992e-01 7.418136652854981361e-02
1.135602520000000004e-01 7.381461337765699016e-02
1.138423890000000022e-01 7.344998150217538213e-02
1.141245260000000039e-01 7.308754583998149090e-02
1.144066640000000051e-01 7.272734433234472051e-02
1.146888010000000069e-01 7.236929755799817454e-02
1.149709379999999947e-01 7.201330335074374034e-02
1.152530749999999965e-01 7.165932522094251023e-02
1.155352129999999977e-01 7.130737423962711652e-02
1.158173499999999995e-01 7.095746088090812420e-02
1.160994870000000012e-01 7.060957653613683660e-02
1.163816240000000030e-01 7.026370845090181005e-02
1.166637620000000042e-01 6.991980763360328144e-02
1.169458990000000059e-01 6.957780482763299690e-02
1.172280359999999938e-01 6.923766226454731998e-02
1.175101729999999955e-01 6.889943170392452687e-02
1.177923109999999968e-01 6.856316830228743886e-02
1.180744479999999985e-01 6.822883313000693839e-02
1.183565850000000003e-01 6.789632328464900723e-02
1.186387230000000015e-01 6.756556429109296380e-02
1.189208600000000032e-01 6.723655046827481385e-02
1.192029970000000050e-01 6.690928356014529121e-02
1.194851340000000067e-01 6.658378702112373315e-02
1.197672719999999941e-01 6.626009443562265455e-02
1.200494089999999958e-01 6.593821331029452171e-02
1.203315459999999976e-01 6.561808827448541159e-02
1.206136829999999993e-01 6.529966023223852944e-02
1.208958210000000005e-01 6.498288782009400966e-02
1.211779580000000023e-01 6.466774283603390905e-02
1.214600950000000040e-01 6.435422063988492647e-02
1.217422330000000052e-01 6.404236516131152357e-02
1.220243699999999931e-01 6.373221698178517525e-02
1.223065069999999949e-01 6.342372507519035418e-02
1.225886439999999966e-01 6.311680013813657231e-02
1.228707819999999978e-01 6.281140106831738235e-02
1.231529189999999996e-01 6.250757073996818236e-02
1.234350560000000013e-01 6.220534577424115252e-02
1.237171930000000031e-01 6.190469441668120659e-02
1.239993310000000043e-01 6.160555611621092165e-02
1.242814680000000060e-01 6.130790571675035633e-02
1.245636049999999939e-01 6.101176250788736821e-02
1.248457429999999951e-01 6.071714613089253254e-02
1.251278799999999969e-01 6.042405869661620493e-02
1.254100170000000125e-01 6.013249104930286359e-02
1.256921540000000004e-01 5.984241169746280092e-02
1.259742919999999877e-01 5.955375695382782164e-02
1.262564290000000033e-01 5.926647839857768219e-02
1.265385659999999912e-01 5.898060018036790919e-02
1.268207030000000068e-01 5.869617092324842800e-02
1.271028409999999942e-01 5.841319340397579940e-02
1.273849780000000098e-01 5.813161923365658262e-02
1.276671149999999977e-01 5.785140453736275362e-02
1.279492530000000128e-01 5.757255596959105770e-02
1.282313900000000007e-01 5.729509725463086123e-02
1.285135269999999885e-01 5.701903012089084427e-02
1.287956640000000041e-01 5.674433647512912987e-02
1.290778019999999915e-01 5.647099367183452956e-02
1.293599390000000071e-01 5.619897137941143317e-02
1.296420759999999950e-01 5.592823513597983826e-02
1.299242130000000106e-01 5.565878653013130867e-02
1.302063509999999980e-01 5.539066095637273923e-02
1.304884880000000136e-01 5.512388402840414509e-02
1.307706250000000014e-01 5.485842572988576527e-02
1.310527629999999888e-01 5.459424476414345695e-02
1.313349000000000044e-01 5.433132235181393349e-02
1.316170369999999923e-01 5.406965459247281558e-02
1.318991740000000079e-01 5.380924248732401466e-02
1.321813119999999953e-01 5.355009725958349842e-02
1.324634490000000109e-01 5.329223311173659355e-02
1.327455859999999987e-01 5.303562740148464599e-02
1.330277229999999866e-01 5.278023071267926025e-02
1.333098610000000017e-01 5.252600607878531863e-02
1.335919979999999896e-01 5.227296149759719929e-02
1.338741350000000052e-01 5.202111120384624032e-02
1.341562719999999931e-01 5.177048553984064938e-02
1.344384100000000082e-01 5.152112508442532185e-02
1.347205469999999961e-01 5.127303428068872432e-02
1.350026840000000117e-01 5.102611046454082200e-02
1.352848219999999990e-01 5.078024460452525840e-02
1.355669589999999869e-01 5.053546245371531159e-02
1.358490960000000025e-01 5.029187492380095964e-02
1.361312329999999904e-01 5.004954262307330370e-02
1.364133710000000055e-01 4.980839862768432491e-02
1.366955079999999934e-01 4.956836578461846360e-02
1.369776450000000090e-01 4.932942604795997193e-02
1.372597819999999968e-01 4.909159930670561889e-02
1.375419200000000119e-01 4.885490455916221414e-02
1.378240569999999998e-01 4.861936210816266563e-02
1.381061939999999877e-01 4.838498353583148975e-02
1.383883320000000028e-01 4.815172432830946286e-02
1.386704689999999907e-01 4.791951238684604569e-02
1.389526060000000063e-01 4.768831950313418694e-02
1.392347429999999942e-01 4.745820900380767066e-02
1.395168810000000092e-01 4.722924318071995697e-02
1.397990179999999971e-01 4.700139958914707761e-02
1.400811550000000127e-01 4.677461116032465699e-02
1.403632920000000006e-01 4.654884902971485883e-02
1.406454299999999880e-01 4.632414957957947665e-02
1.409275670000000036e-01 4.610055143741881994e-02
1.412097039999999915e-01 4.587804149270063164e-02
1.414918420000000066e-01 4.565658496351189533e-02
1.417739789999999944e-01 4.543615082429491858e-02
1.420561160000000100e-01 4.521670806285078142e-02
1.423382529999999979e-01 4.499823627727713576e-02
1.426203910000000130e-01 4.478077601181934542e-02
1.429025280000000009e-01 4.456439343817374804e-02
1.431846649999999888e-01 4.434910022039552369e-02
1.434668020000000044e-01 4.413483403546297063e-02
1.437489399999999917e-01 4.392153911045260095e-02
1.440310770000000073e-01 4.370923648496932712e-02
1.443132139999999952e-01 4.349797006285772288e-02
1.445953520000000103e-01 4.328773450341041190e-02
1.448774889999999982e-01 4.307846289029121367e-02
1.451596260000000138e-01 4.287010115316697983e-02
1.454417630000000017e-01 4.266269425161572926e-02
1.457239009999999890e-01 4.245631552511845014e-02
1.460060380000000047e-01 4.225097636599431383e-02
1.462881749999999925e-01 4.204661077587275309e-02
1.465703120000000081e-01 4.184316316382587220e-02
1.468524499999999955e-01 4.164064053137209870e-02
1.471345870000000111e-01 4.143906934106478951e-02
1.474167239999999990e-01 4.123845766312131400e-02
1.476988619999999863e-01 4.103879634144162736e-02
1.479809990000000020e-01 4.084007831450005288e-02
1.482631359999999898e-01 4.064229765940522571e-02
1.485452730000000054e-01 4.044545032706294702e-02
1.488274109999999928e-01 4.024953884698358880e-02
1.491095480000000084e-01 4.005457482332049762e-02
1.493916849999999963e-01 3.986056070777115740e-02
1.496738220000000119e-01 3.966747308294913538e-02
1.499559599999999993e-01 3.947528312098229353e-02
1.502380969999999871e-01 3.928398707019000596e-02
1.505202340000000027e-01 3.909359919886695733e-02
1.508023719999999901e-01 3.890412716610176791e-02
1.510845090000000057e-01 3.871555709468416095e-02
1.513666459999999936e-01 3.852786925092271247e-02
1.516487830000000092e-01 3.834105861030430440e-02
1.519309209999999966e-01 3.815513056249714152e-02
1.522130580000000122e-01 3.797009171041954706e-02
1.524951950000000001e-01 3.778594360771462407e-02
1.527773319999999879e-01 3.760268800677402101e-02
1.530594700000000030e-01 3.742032721301755821e-02
1.533416069999999909e-01 3.723886629214061272e-02
1.536237440000000065e-01 3.705829329740974870e-02
1.539058809999999944e-01 3.687855785812004655e-02
1.541880190000000095e-01 3.669960921723862401e-02
1.544701559999999974e-01 3.652147399087312535e-02
1.547522930000000130e-01 3.634422547076215926e-02
1.550344310000000003e-01 3.616790159060072340e-02
1.553165679999999882e-01 3.599245803889584983e-02
1.555987050000000038e-01 3.581784085631670861e-02
1.558808419999999917e-01 3.564403895783376658e-02
1.561629800000000068e-01 3.547106524155825558e-02
1.564451169999999947e-01 3.529892831816729831e-02
1.567272540000000103e-01 3.512762150722056192e-02
1.570093909999999982e-01 3.495713809814593453e-02
1.572915290000000132e-01 3.478748010068408170e-02
1.575736660000000011e-01 3.461865614835780980e-02
1.578558029999999890e-01 3.445066426277529348e-02
1.581379410000000041e-01 3.428348580554337055e-02
1.584200779999999920e-01 3.411710516896965251e-02
1.587022150000000076e-01 3.395152940068921210e-02
1.589843519999999955e-01 3.378677749360666643e-02
1.592664900000000106e-01 3.362285025580943193e-02
1.595486269999999984e-01 3.345972019700500094e-02
1.598307639999999863e-01 3.329736092112674933e-02
1.601129010000000019e-01 3.313578680382010810e-02
1.603950389999999893e-01 3.297502828775310257e-02
1.606771760000000049e-01 3.281508890826839026e-02
1.609593129999999928e-01 3.265592645771383390e-02
1.612414510000000079e-01 3.249750342637314909e-02
1.615235879999999957e-01 3.233983619993888170e-02
1.618057250000000113e-01 3.218295895512438692e-02
1.620878619999999992e-01 3.202688395749696271e-02
1.623699999999999866e-01 3.187159166401846988e-02
1.626521370000000022e-01 3.171706631235706592e-02
1.629342739999999901e-01 3.156331494432630669e-02
1.632164110000000057e-01 3.141035269390014123e-02
1.634985489999999930e-01 3.125816370315107062e-02
1.637806860000000087e-01 3.110669545375799663e-02
1.640628229999999965e-01 3.095591025774565436e-02
1.643449610000000116e-01 3.080586322498023860e-02
1.646270979999999995e-01 3.065663674296270971e-02
1.649092349999999874e-01 3.050823019616300327e-02
1.651913720000000030e-01 3.036055086295512059e-02
1.654735099999999903e-01 3.021352640514281956e-02
1.657556470000000060e-01 3.006719973362584342e-02
1.660377839999999938e-01 2.992164116505864960e-02
1.663199210000000094e-01 2.977686866047461051e-02
